OBJECTID,Address,Place_Type,long,lat
57450,2480 S King Rd 409,MF,-121.823498,37.320431
57451,2480 S King Rd 410,MF,-121.823541,37.320431
57452,2480 S King Rd 411,MF,-121.823326,37.320465
57453,2480 S King Rd 412,MF,-121.823369,37.320465
57454,2480 S King Rd 413,MF,-121.823412,37.320465
57455,2480 S King Rd 414,MF,-121.823455,37.320465
57456,2480 S King Rd 415,MF,-121.823498,37.320397
57457,2480 S King Rd 416,MF,-121.823541,37.320397
57458,2480 S King Rd 417,MF,-121.823326,37.320465
57460,2480 S King Rd 418,MF,-121.823369,37.320465
57461,2480 S King Rd 419,MF,-121.823412,37.320465
57462,2480 S King Rd 420,MF,-121.823455,37.320465
57463,2480 S King Rd 421,MF,-121.823498,37.320363
57464,2480 S King Rd 422,MF,-121.823541,37.320363
57465,2480 S King Rd 423,MF,-121.823326,37.320431
57466,2480 S King Rd 424,MF,-121.823369,37.320431
57467,2480 S King Rd 425,MF,-121.823412,37.320431
57468,2480 S King Rd 426,MF,-121.823455,37.320431
57469,2480 S King Rd 427,MF,-121.823498,37.320328
57471,2480 S King Rd 428,MF,-121.823541,37.320328
57472,2480 S King Rd 429,MF,-121.823326,37.320397
57473,2480 S King Rd 430,MF,-121.823369,37.320397
57474,2480 S King Rd 431,MF,-121.823412,37.320397
57475,2480 S King Rd 432,MF,-121.823455,37.320397
57482,2481 Alfred Way,SF,-121.824656,37.341042
57484,2481 Alvin Ave,BU,-121.826845,37.319168
57489,2481 Clyda Dr,SF,-121.835364,37.354398
57491,2481 Dumont Cir,SF,-121.828819,37.348206
57494,2481 Foxdale Dr,SF,-121.825772,37.343703
57495,2481 Glen Duff Way,SF,-121.808392,37.330089
57496,2481 Glen Haig Way,SF,-121.802083,37.332477
57526,2481 Sleepy Hollow Ln,SF,-121.831094,37.349366
57531,2482 Alfred Way,SF,-121.824313,37.340735
57538,2482 Clyda Dr,SF,-121.835643,37.354654
57542,2482 Glen Duff Way,SF,-121.807919,37.33002
57543,2482 Glen Hanleigh Dr,SF,-121.809979,37.329611
57549,2482 Lucerne Way,SF,-121.82397,37.341861
57554,2482 S King Rd 433,MF,-121.822897,37.320533
57555,2482 S King Rd 434,MF,-121.822897,37.320533
57556,2482 S King Rd 435,MF,-121.82294,37.320567
57558,2482 S King Rd 436,MF,-121.82294,37.320567
57559,2482 S King Rd 437,MF,-121.822983,37.320601
57560,2482 S King Rd 438,MF,-121.822768,37.320363
57561,2482 S King Rd 439,MF,-121.822811,37.320397
57562,2482 S King Rd 440,MF,-121.822811,37.320431
57563,2482 S King Rd 441,MF,-121.822854,37.320431
57564,2482 S King Rd 442,MF,-121.822854,37.320465
57565,2482 S King Rd 443,MF,-121.822897,37.320465
57566,2482 S King Rd 444,MF,-121.822897,37.320499
57567,2482 S King Rd 445,MF,-121.82294,37.320533
57568,2482 S King Rd 446,MF,-121.82294,37.320533
57569,2482 S King Rd 447,MF,-121.822983,37.320567
57570,2482 S King Rd 448,MF,-121.822983,37.320601
57571,2482 S King Rd 449,MF,-121.822811,37.320363
57572,2482 S King Rd 450,MF,-121.822811,37.320363
57573,2482 S King Rd 451,MF,-121.822854,37.320397
57574,2482 S King Rd 452,MF,-121.822854,37.320431
57575,2482 S King Rd 453,MF,-121.822897,37.320431
57576,2482 S King Rd 454,MF,-121.822897,37.320465
57577,2482 S King Rd 455,MF,-121.82294,37.320499
57579,2482 S King Rd 456,MF,-121.82294,37.320499
57586,2483 Alvin Ave,BU,-121.826888,37.319168
57590,2483 Bambi Ln,SF,-121.833669,37.352744
57593,2483 Clyda Dr,SF,-121.835407,37.354364
57599,2483 Flory Dr,SF,-121.831008,37.315277
57600,2483 Glen Angus Way,SF,-121.802984,37.332443
57605,2483 Ocala Ave,SF,-121.822382,37.339779
57632,2484 Clyda Dr,SF,-121.835664,37.354637
57634,2484 Glen Angus Way,SF,-121.802469,37.33258
57636,2484 Huran Dr,SF,-121.82221,37.322137
57646,2484 S King Rd 457,MF,-121.823026,37.320294
57647,2484 S King Rd 458,MF,-121.823026,37.320328
57648,2484 S King Rd 459,MF,-121.823069,37.320328
57649,2484 S King Rd 460,MF,-121.823069,37.320226
57650,2484 S King Rd 461,MF,-121.823111,37.32026
57652,2484 S King Rd 462,MF,-121.823111,37.32026
57653,2484 S King Rd 463,MF,-121.823154,37.320294
57654,2484 S King Rd 464,MF,-121.823154,37.320294
57655,2484 Sturla Dr,SF,-121.802727,37.321591
57658,2485 Alfred Way,SF,-121.824528,37.341144
57660,2485 Alvin Ave,RT,-121.826845,37.319202
57680,2485 Dumont Cir,SF,-121.828733,37.34807
57684,2485 Glen Duff Way,SF,-121.808349,37.329918
57685,2485 Glen Haig Way,SF,-121.80204,37.332307
57686,2485 Huran Dr,SF,-121.822639,37.321898
57706,2485 Story Rd,SF,-121.83045,37.348889
57710,2486 Alfred Way,SF,-121.824141,37.340803
57721,2486 Glen Duff Way,SF,-121.807919,37.329884
57722,2486 Glen Hanleigh Dr,SF,-121.810022,37.329338
57735,2486 Roslyn Ct,SF,-121.831265,37.315107
57738,2486 S King Rd 401,MF,-121.823412,37.320192
57740,2486 S King Rd 402,MF,-121.823412,37.320192
57741,2486 S King Rd 403,MF,-121.823369,37.32009
57742,2486 S King Rd 404,MF,-121.823369,37.32009
57743,2486 S King Rd 405,MF,-121.823412,37.320124
57744,2486 S King Rd 406,MF,-121.823412,37.320158
57745,2486 S King Rd 407,MF,-121.823455,37.320158
57746,2486 S King Rd 408,MF,-121.823455,37.320192
57749,2487 Alfred Way,SF,-121.824356,37.341246
57753,2487 Alvin Ave,RT,-121.826888,37.319202
57760,2487 Glen Angus Way,SF,-121.802941,37.332307
57762,2487 Glen Elm Way,SF,-121.805817,37.330191
57767,2487 Lucerne Way,SF,-121.82427,37.342236
57768,2487 Ocala Ave,SF,-121.82221,37.339882
57779,2488 Alfred Way,SF,-121.824013,37.340939
57795,2488 Clyda Dr,SF,-121.835772,37.354569
57797,2488 Dobern Ave,SF,-121.834055,37.353392
57798,2488 Dumont Cir,SF,-121.828991,37.347627
57799,2488 Glen Angus Way,SF,-121.802383,37.332409
57800,2488 Glen Elm Way,SF,-121.805302,37.330293
57803,2488 Lucerne Way,SF,-121.823841,37.341963
57814,2489 Alfred Way,SF,-121.824227,37.341349
57817,2489 Alvin Ave,BU,-121.826931,37.319202
57819,2489 Britt Way,SF,-121.805559,37.327017
57822,2489 Clyda Dr,SF,-121.835493,37.354313
57828,2489 Dobern Ave,SF,-121.834269,37.353665
57829,2489 Dumont Cir,SF,-121.828648,37.347934
57830,2489 Flory Dr,SF,-121.830879,37.315175
57831,2489 Foxdale Dr,SF,-121.825601,37.343805
57832,2489 Glen Duff Way,SF,-121.808349,37.329747
57833,2489 Glen Haig Way,SF,-121.801954,37.33217
57946,2490 Alfred Way,SF,-121.823841,37.341042
57952,2490 Clyda Dr,SF,-121.835793,37.354552
57953,2490 Cunningham Ave,TR,-121.819635,37.335617
57954,2490 Dobern Ave,SF,-121.834012,37.353426
57957,2490 Glen Duff Way,SF,-121.807834,37.329713
57958,2490 Glen Hanleigh Dr,SF,-121.809936,37.329236
57961,2490 Huran Dr,SF,-121.822124,37.322035
57974,2490 Poplar Dr,SF,-121.825686,37.344078
57977,2490 Sleepy Hollow Ln,SF,-121.830665,37.349128
57978,2490 S King Rd 309,MF,-121.822639,37.320772
57979,2490 S King Rd 310,MF,-121.822682,37.320772
57981,2490 S King Rd 311,MF,-121.822682,37.320738
57982,2490 S King Rd 312,MF,-121.822725,37.320738
57983,2490 S King Rd 313,MF,-121.822725,37.320704
57984,2490 S King Rd 314,MF,-121.822768,37.320704
57985,2490 S King Rd 315,MF,-121.822468,37.32084
57986,2490 S King Rd 316,MF,-121.822511,37.320806
57987,2490 S King Rd 317,MF,-121.822511,37.320806
57988,2490 S King Rd 318,MF,-121.822554,37.320772
57989,2490 S King Rd 319,MF,-121.822597,37.320772
57990,2490 S King Rd 320,MF,-121.822597,37.320738
57992,2490 S King Rd 321,MF,-121.822639,37.320738
57993,2490 S King Rd 322,MF,-121.822682,37.320738
57994,2490 S King Rd 323,MF,-121.822682,37.320704
57995,2490 S King Rd 324,MF,-121.822725,37.320704
57996,2490 S King Rd 325,MF,-121.822768,37.32067
57997,2490 S King Rd 326,MF,-121.822468,37.320806
57998,2490 S King Rd 327,MF,-121.822468,37.320806
57999,2490 S King Rd 328,MF,-121.822511,37.320772
58000,2490 S King Rd 329,MF,-121.822554,37.320772
58001,2490 S King Rd 330,MF,-121.822554,37.320738
58003,2490 S King Rd 331,MF,-121.822597,37.320738
58004,2490 S King Rd 332,MF,-121.822639,37.320704
58006,2490 Story Rd,FB,-121.829935,37.348411
58009,2490 Van Winkle Ln,SF,-121.83118,37.349708
58011,2491 Alfred Way,SF,-121.824099,37.341451
58014,2491 Alvin Ave,RL,-121.826759,37.319202
58017,2491 Bambi Ln,SF,-121.833497,37.352778
58020,2491 Clyda Dr,SF,-121.835557,37.354279
58022,2491 Dobern Ave,SF,-121.834269,37.353665
58025,2491 Flint Ave,SF,-121.792041,37.337698
58026,2491 Glen Angus Way,SF,-121.802855,37.332136
58027,2491 Glen Duff Way,SF,-121.808306,37.329577
58028,2491 Glen Elm Way,SF,-121.805731,37.33002
58033,2491 Huran Dr,SF,-121.822511,37.321796
58040,2491 Ocala Ave,SF,-121.822039,37.339984
58055,2491 Sleepy Hollow Ln,SF,-121.830965,37.349469
58058,2491 Sturla Dr,SF,-121.802727,37.322137
58075,2492 Clyda Dr,SF,-121.8359,37.354501
58076,2492 Cunningham Ave,TR,-121.819507,37.335548
58077,2492 Dobern Ave,SF,-121.833926,37.353494
58081,2492 Glen Angus Way,SF,-121.80234,37.332273
58082,2492 Glen Elm Way,SF,-121.805259,37.330123
58097,2492 S King Rd 333,MF,-121.822339,37.321079
58098,2492 S King Rd 334,MF,-121.822339,37.321113
58099,2492 S King Rd 335,MF,-121.822382,37.321113
58101,2492 S King Rd 336,MF,-121.822382,37.321148
58102,2492 S King Rd 337,MF,-121.822425,37.321182
58103,2492 S King Rd 338,MF,-121.822253,37.320943
58104,2492 S King Rd 339,MF,-121.822253,37.320943
58105,2492 S King Rd 340,MF,-121.822253,37.320977
58106,2492 S King Rd 341,MF,-121.822296,37.321011
58107,2492 S King Rd 342,MF,-121.822296,37.321011
58108,2492 S King Rd 343,MF,-121.822339,37.321045
58109,2492 S King Rd 344,MF,-121.822339,37.321079
58110,2492 S King Rd 345,MF,-121.822382,37.321079
58112,2492 S King Rd 346,MF,-121.822382,37.321113
58113,2492 S King Rd 347,MF,-121.822425,37.321148
58114,2492 S King Rd 348,MF,-121.822425,37.321148
58115,2492 S King Rd 349,MF,-121.822253,37.320909
58116,2492 S King Rd 350,MF,-121.822296,37.320943
58117,2492 S King Rd 351,MF,-121.822296,37.320977
58118,2492 S King Rd 352,MF,-121.822339,37.320977
58119,2492 S King Rd 353,MF,-121.822339,37.321011
58120,2492 S King Rd 354,MF,-121.822382,37.321011
58121,2492 S King Rd 355,MF,-121.822382,37.321045
58123,2492 S King Rd 356,MF,-121.822382,37.321079
58125,2493 Alfred Way,SF,-121.823927,37.341554
58127,2493 Alvin Ave,BU,-121.826802,37.319202
58132,2493 Clyda Dr,SF,-121.835621,37.354228
58135,2493 Dobern Ave,SF,-121.834141,37.353733
58136,2493 Dumont Cir,SF,-121.828476,37.347797
58140,2493 Glen Haig Way,SF,-121.801911,37.332
58164,2494 Clyda Dr,SF,-121.835943,37.354467
58168,2494 Dumont Cir,SF,-121.828862,37.34749
58177,2494 Lucerne Way,SF,-121.823669,37.342065
58181,2494 Scottsdale Dr,SF,-121.806889,37.329713
58183,2494 S King Rd 357,MF,-121.822296,37.320636
58184,2494 S King Rd 358,MF,-121.822339,37.320601
58185,2494 S King Rd 359,MF,-121.822039,37.320772
58186,2494 S King Rd 360,MF,-121.822082,37.320738
58188,2494 S King Rd 361,MF,-121.822082,37.320738
58189,2494 S King Rd 362,MF,-121.822124,37.320704
58190,2494 S King Rd 363,MF,-121.822124,37.320704
58191,2494 S King Rd 364,MF,-121.822167,37.32067
58192,2494 S King Rd 365,MF,-121.82221,37.32067
58193,2494 S King Rd 366,MF,-121.82221,37.320636
58194,2494 S King Rd 367,MF,-121.822253,37.320636
58195,2494 S King Rd 368,MF,-121.822296,37.320601
58196,2494 S King Rd 369,MF,-121.822296,37.320601
58197,2494 S King Rd 370,MF,-121.821996,37.320738
58199,2494 S King Rd 371,MF,-121.822039,37.320704
58200,2494 S King Rd 372,MF,-121.822082,37.320704
58204,2495 Alfred Way,SF,-121.823798,37.341656
58208,2495 Clyda Dr,SF,-121.835643,37.354194
58211,2495 Dobern Ave,SF,-121.834098,37.353767
58213,2495 Flory Dr,SF,-121.830708,37.315072
58214,2495 Glen Elm Way,SF,-121.805688,37.329782
58221,2495 Ocala Ave,SF,-121.82191,37.340121
58239,2496 Clyda Dr,SF,-121.835965,37.35433
58242,2496 Glen Angus Way,SF,-121.802298,37.332068
58243,2496 Glen Elm Way,SF,-121.805216,37.329918
58249,2496 S King Rd 301,MF,-121.822468,37.320363
58250,2496 S King Rd 302,MF,-121.822511,37.320397
58253,2496 S King Rd 303,MF,-121.822511,37.320431
58254,2496 S King Rd 304,MF,-121.822511,37.320431
58255,2496 S King Rd 305,MF,-121.822554,37.320465
58256,2496 S King Rd 306,MF,-121.822554,37.320499
58257,2496 S King Rd 307,MF,-121.822597,37.320499
58258,2496 S King Rd 308,MF,-121.822597,37.320533
58259,2496 Sturla Dr,SF,-121.802555,37.321728
58262,2497 Alfred Way,SF,-121.823626,37.341758
58266,2497 Britt Way,SF,-121.805302,37.327086
58268,2497 Clyda Dr,SF,-121.835836,37.354211
58270,2497 Dobern Ave,MI,-121.83487,37.354876
58272,2497 Foxdale Dr,SF,-121.825429,37.343874
58273,2497 Huran Dr,SF,-121.822382,37.321728
58284,2497 Story Rd,SF,-121.830321,37.348991
58293,2498 Clyda Dr,SF,-121.835922,37.354296
58294,2498 Dobern Ave,SF,-121.833883,37.353528
58295,2498 Dumont Cir,SF,-121.828819,37.347354
58312,2498 Scottsdale Dr,SF,-121.806847,37.329543
58320,2499 Alfred Way,SF,-121.823498,37.341861
58322,2499 Bambi Ln,SF,-121.833282,37.352812
58325,2499 Clyda Dr,SF,-121.835879,37.354228
58328,2499 Glen Elm Way,SF,-121.805645,37.329611
58339,2499 Scottsdale Dr,SF,-121.807319,37.329167
59101,2500 Cunningham Ave,TR,-121.819807,37.335958
59104,2500 Fontaine Rd,BU,-121.828862,37.31753
59106,2500 Glen Elm Way,SF,-121.80513,37.329713
59119,2500 Scottsdale Dr,SF,-121.806847,37.329372
59127,2501 Alvin Ave,GQ,-121.826545,37.318588
59133,2501 Dobern Ave,SF,-121.833776,37.354108
59134,2501 Edgedale Ct,SF,-121.821524,37.322035
59135,2501 Flory Dr,SF,-121.830622,37.314902
59167,2502 Brenford Dr,SF,-121.826802,37.346705
59168,2502 Britt Way,SF,-121.805044,37.326642
59169,2502 Brownstone Ct,SF,-121.821996,37.341861
59170,2502 Buckhill Ct,SF,-121.799079,37.335582
59174,2502 Cunningham Ave,TR,-121.819764,37.335958
59176,2502 Dumont Cir,SF,-121.828562,37.347285
59177,2502 Edgedale Ct,SF,-121.821137,37.322274
59178,2502 Edgefield Ct,SF,-121.818005,37.323502
59180,2502 Galahad Ct,SF,-121.828347,37.348957
59181,2502 Huran Ct,SF,-121.821824,37.321864
59182,2502 John Montgomery Dr,TR,-121.822296,37.338722
59187,2502 Logsden Way,SF,-121.82809,37.348275
59193,2502 Sleepy Hollow Ln,SF,-121.830536,37.34923
59196,2502 Sunnyglen Dr,MI,-121.821223,37.340632
59198,2502 Van Winkle Ln,SF,-121.831051,37.34981
59199,2502 Vista Verde Dr,SF,-121.794101,37.336538
59205,2503 Brenford Dr,SF,-121.826974,37.347081
59207,2503 Brownstone Ct,SF,-121.822339,37.342202
59208,2503 Buckhill Ct,SF,-121.799594,37.33548
59221,2503 Galahad Ct,SF,-121.828605,37.349298
59222,2503 Glen Elm Way,SF,-121.805559,37.32944
59226,2503 Home Crest Dr,SF,-121.818863,37.340359
59227,2503 Huran Ct,SF,-121.822253,37.321659
59238,2503 Scottsdale Dr,SF,-121.807233,37.329031
59240,2503 Sleepy Hollow Ln,SF,-121.830836,37.349571
59241,2503 Vista Verde Dr,SF,-121.794659,37.336435
59247,2504 Brahms Ave,SF,-121.820451,37.322649
59248,2504 Brenford Dr,SF,-121.826631,37.346808
59250,2504 Dobern Ave,SF,-121.833669,37.353255
59253,2504 Glen Elm Way,SF,-121.805044,37.329543
59259,2504 Greenstone Ct,SF,-121.823755,37.343532
59261,2504 Home Crest Dr,SF,-121.818648,37.340121
59277,2504 Scottsdale Dr,SF,-121.806761,37.329236
59287,2505 Brahms Ave,SF,-121.820837,37.32241
59288,2505 Chant Ct,SF,-121.827918,37.34807
59290,2505 Cunningham Ave,TR,-121.820193,37.336708
59303,2505 Home Crest Dr,SF,-121.818777,37.340393
59373,2505 Sedlak Ct,SF,-121.804958,37.326403
59384,2506 Brownstone Ct,SF,-121.821781,37.341929
59385,2506 Buckhill Ct,SF,-121.799079,37.335446
59386,2506 Chant Ct,SF,-121.827618,37.347763
59389,2506 Dobern Ave,SF,-121.833626,37.353255
59391,2506 Dumont Cir,SF,-121.82839,37.347388
59393,2506 Home Crest Dr,SF,-121.81852,37.340155
59398,2506 Logsden Way,SF,-121.827961,37.348377
59402,2506 Sedlak Ct,SF,-121.804787,37.325891
59405,2506 Whitestone Ct,SF,-121.823154,37.342952
59412,2507 Brenford Dr,SF,-121.826802,37.347149
59413,2507 Britt Way,SF,-121.80513,37.327052
59414,2507 Brownstone Ct,SF,-121.822124,37.342304
59415,2507 Buckhill Ct,SF,-121.799551,37.335344
59420,2507 Glen Hastings Ct,SF,-121.803328,37.332375
59421,2507 Home Crest Dr,SF,-121.818691,37.340428
59429,2507 Scottsdale Dr,SF,-121.80719,37.32886
59431,2507 S King Rd,RL,-121.824571,37.320158
59432,2507 Story Rd,SF,-121.830193,37.349093
59436,2507 Whitestone Ct,SF,-121.823498,37.343328
59442,2508 Bluestone Ct,SF,-121.822554,37.342407
59443,2508 Brahms Ave,SF,-121.820322,37.322513
59444,2508 Brenford Dr,SF,-121.826502,37.346876
59447,2508 Dobern Ave,MI,-121.833497,37.353392
59448,2508 Edgedale Ct,SF,-121.821052,37.322137
59451,2508 Glen Dundee Way,SF,-121.809421,37.332784
59452,2508 Glen Hastings Ct,SF,-121.803585,37.332273
59454,2508 Home Crest Dr,SF,-121.818477,37.340189
59464,2508 Sturla Dr,SF,-121.80234,37.321694
59465,2508 Vista Verde Dr,SF,-121.794058,37.336367
59470,2509 Bluestone Ct,SF,-121.82294,37.342748
59471,2509 Brahms Ave,SF,-121.820751,37.322308
59472,2509 Coconut Dr,SF,-121.797019,37.335958
59479,2509 Edgedale Ct,SF,-121.821481,37.321932
59482,2509 Glen Hastings Ct,SF,-121.80337,37.33258
59484,2509 Home Crest Dr,SF,-121.818605,37.340462
59485,2509 Huran Ct,SF,-121.822124,37.321557
59493,2509 Logsden Way,SF,-121.828175,37.348786
59502,2509 S King Rd,BU,-121.824528,37.319987
59893,2510 Alto Ct,SF,-121.792255,37.337118
59896,2510 Alvin Ave Bldg,FB,-121.825987,37.319305
59900,2510 Brownstone Ct,SF,-121.821524,37.342031
59902,2510 Buckhill Ct,SF,-121.798993,37.335309
59909,2510 Dobern Ave,SF,-121.833583,37.353767
59911,2510 Dumont Cir,SF,-121.828218,37.347524
59913,2510 Edgefield Ct,SF,-121.817876,37.3234
59915,2510 Galahad Ct,SF,-121.828218,37.349093
59916,2510 Glen Dundee Way,SF,-121.809207,37.332921
59917,2510 Glen Hastings Ct,SF,-121.803842,37.332375
59922,2510 Greenstone Ct,SF,-121.823584,37.343635
59925,2510 Home Crest Dr,SF,-121.818391,37.340223
59932,2510 Logsden Way,SF,-121.827832,37.348479
59950,2511 Brenford Dr,SF,-121.826673,37.347285
59951,2511 Brownstone Ct,SF,-121.821953,37.342407
59952,2511 Chant Ct,SF,-121.827746,37.348172
59959,2511 Galahad Ct,SF,-121.828519,37.349401
59960,2511 Glen Dundee Way,SF,-121.809336,37.332409
59961,2511 Glen Hastings Ct,SF,-121.803456,37.33275
59962,2511 Greenstone Ct,SF,-121.823798,37.34401
59964,2511 Home Crest Dr,SF,-121.818477,37.34053
59977,2511 Scottsdale Dr,SF,-121.807147,37.32869
59988,2511 S King Rd,BU,-121.824356,37.319953
59989,2511 Vista Verde Dr,SF,-121.794616,37.336265
59996,2512 Brenford Dr,SF,-121.82633,37.346978
59998,2512 Britt Way,SF,-121.804872,37.326744
59999,2512 Chant Ct,SF,-121.827446,37.347865
60002,2512 Glen Dundee Way,SF,-121.808949,37.332887
60003,2512 Glen Hastings Ct,SF,-121.803928,37.33258
60030,2512 Sleepy Hollow Ln,SF,-121.830364,37.349332
60032,2512 Whitestone Ct,SF,-121.823026,37.343089
60035,2513 Alto Ct,SF,-121.792813,37.336947
60038,2513 Bambi Ln,SF,-121.832767,37.352914
60041,2513 Coconut Dr,SF,-121.796976,37.335821
60045,2513 Flint Ave,SF,-121.791912,37.337186
60047,2513 Glen Dundee Way,SF,-121.809121,37.332443
60052,2513 Logsden Way,SF,-121.828047,37.348889
60057,2513 Sleepy Hollow Ln,SF,-121.830708,37.349673
60058,2513 S King Rd,BU,-121.824399,37.319953
60060,2513 Whitestone Ct,SF,-121.823326,37.34343
60065,2514 Bluestone Ct,SF,-121.822382,37.342509
60066,2514 Buckhill Ct,SF,-121.798993,37.335173
60069,2514 Dumont Cir,SF,-121.82809,37.347285
60072,2514 Edgedale Ct,SF,-121.820923,37.322035
60075,2514 Glen Dundee Way,SF,-121.808735,37.332955
60076,2514 Glen Hastings Ct,SF,-121.804014,37.33275
60078,2514 Home Crest Dr,SF,-121.818262,37.340257
60079,2514 Huran Ct,SF,-121.821695,37.321728
60085,2514 Logsden Way,SF,-121.827703,37.348582
60089,2514 Nube Ct,SF,-121.793157,37.336811
60093,2514 Van Winkle Ln,SF,-121.830922,37.349912
60094,2514 Vista Verde Dr,SF,-121.794101,37.336197
60099,2515 Bluestone Ct,SF,-121.822768,37.34285
60100,2515 Brahms Ave,SF,-121.820665,37.322205
60101,2515 Brenford Dr,SF,-121.826545,37.347388
60104,2515 Britt Way,SF,-121.804915,37.327086
60116,2515 Edgedale Ct,SF,-121.821352,37.32183
60119,2515 Glen Dundee Way,SF,-121.808907,37.332511
60120,2515 Glen Hastings Ct,SF,-121.803542,37.332955
60121,2515 Glen Ian Ct,SF,-121.80925,37.331419
60127,2515 Home Crest Dr,SF,-121.818348,37.340564
60128,2515 Huran Ct,SF,-121.822039,37.321489
60134,2515 Nube Ct,SF,-121.793714,37.33664
60138,2515 Scottsdale Dr,SF,-121.807104,37.328553
60142,2515 S King Rd,RT,-121.824442,37.319953
60152,2516 Brenford Dr,SF,-121.826201,37.347081
60153,2516 Chant Ct,SF,-121.827317,37.347968
60155,2516 Dobern Ave,SF,-121.833411,37.35387
60156,2516 Edgeview Ct,SF,-121.818434,37.322888
60159,2516 Glen Dundee Way,SF,-121.80852,37.332921
60160,2516 Glen Ian Ct,SF,-121.809336,37.330976
60165,2516 Greenstone Ct,SF,-121.823412,37.343737
60167,2516 Home Crest Dr,SF,-121.818133,37.340291
60205,2517 Brownstone Ct,SF,-121.821652,37.342441
60206,2517 Castleton Dr,SF,-121.800581,37.321455
60207,2517 Chant Ct,SF,-121.827661,37.348275
60208,2517 Coconut Dr,SF,-121.796933,37.335651
60215,2517 Edgeview Ct,SF,-121.818863,37.322581
60219,2517 Glen Dundee Way,SF,-121.808649,37.332546
60220,2517 Glen Hastings Ct,SF,-121.803671,37.333092
60223,2517 Greenstone Ct,SF,-121.823626,37.344112
60225,2517 Home Crest Dr,SF,-121.818262,37.340598
60230,2517 Logsden Way,SF,-121.827875,37.348991
60237,2517 Sedlak Ct,SF,-121.804744,37.326505
60242,2517 S King Rd,RL,-121.824485,37.319987
60256,2518 Brownstone Ct,SF,-121.821567,37.342202
60257,2518 Buckhill Ct,SF,-121.79895,37.335037
60258,2518 Castleton Dr,SF,-121.800452,37.321079
60262,2518 Dumont Cir,SF,-121.828004,37.347183
60263,2518 Edgefield Ct,SF,-121.817747,37.323298
60268,2518 Galahad Ct,SF,-121.82809,37.349196
60269,2518 Glen Dundee Way,SF,-121.808306,37.332955
60270,2518 Home Crest Dr,SF,-121.818005,37.340325
60276,2518 Logsden Way,SF,-121.827532,37.348684
60281,2518 Sedlak Ct,SF,-121.804529,37.325959
60283,2518 Whitestone Ct,SF,-121.822811,37.343157
60292,2519 Brahms Ave,SF,-121.820579,37.322103
60293,2519 Brenford Dr,SF,-121.826373,37.34749
60301,2519 Edgefield Ct,SF,-121.818176,37.323025
60303,2519 Galahad Ct,SF,-121.82839,37.349503
60304,2519 Glen Dundee Way,SF,-121.808434,37.332511
60305,2519 Glen Hastings Ct,SF,-121.803842,37.333262
60306,2519 Glen Ian Ct,SF,-121.808907,37.331488
60308,2519 Home Crest Dr,SF,-121.818176,37.340666
60315,2519 Scottsdale Dr,SF,-121.807061,37.328382
60316,2519 S King Rd,RL,-121.824485,37.319953
60317,2519 Story Rd,SF,-121.830064,37.349196
60319,2519 Vista Verde Dr,SF,-121.794573,37.336094
60320,2519 Whitestone Ct,SF,-121.823154,37.343498
60439,2520 Alvin Ave,FB,-121.825,37.318758
60446,2520 Bluestone Ct,SF,-121.822167,37.342577
60447,2520 Brenford Dr,SF,-121.826073,37.347183
60448,2520 Chant Ct,SF,-121.827146,37.34807
60454,2520 Edgedale Ct,SF,-121.82088,37.321967
60457,2520 Glen Dundee Way,SF,-121.808048,37.332921
60458,2520 Glen Ian Ct,SF,-121.809078,37.330942
60460,2520 Home Crest Dr,SF,-121.817919,37.340359
60462,2520 Huran Ct,SF,-121.821609,37.321625
60479,2520 Story Rd,BU,-121.829377,37.348752
60480,2520 Van Winkle Ln,SF,-121.830793,37.34998
60484,2521 Abed Ct,SF,-121.833411,37.354415
60487,2521 Bluestone Ct,SF,-121.822597,37.342952
60488,2521 Coconut Dr,SF,-121.79689,37.335514
60491,2521 Edgedale Ct,SF,-121.821309,37.321762
60497,2521 Glen Dundee Way,SF,-121.80822,37.332546
60498,2521 Glen Hastings Ct,SF,-121.804143,37.333262
60500,2521 Home Crest Dr,SF,-121.818047,37.340632
60501,2521 Huran Ct,SF,-121.821867,37.321386
60502,2521 Logsden Way,SF,-121.827703,37.349059
60512,2521 S King Rd,RT,-121.824528,37.319953
60514,2522 Abed Ct,SF,-121.833068,37.354074
60522,2522 Brahms Ave,SF,-121.820107,37.32224
60523,2522 Britt Way,SF,-121.804701,37.326813
60524,2522 Buckhill Ct,SF,-121.79895,37.3349
60525,2522 Dumont Cir,SF,-121.827875,37.347081
60527,2522 Glen Dundee Way,SF,-121.807919,37.332955
60529,2522 Greenstone Ct,SF,-121.823283,37.343805
60531,2522 Home Crest Dr,SF,-121.81779,37.340393
60534,2522 Logsden Way,SF,-121.827403,37.348786
60537,2522 Sleepy Hollow Ln,SF,-121.830235,37.349435
60538,2522 Sturla Dr,SF,-121.802126,37.321762
60540,2522 Sugarplum Dr,SF,-121.796289,37.334593
60546,2523 Brahms Ave,SF,-121.820494,37.322001
60547,2523 Brenford Dr,SF,-121.826244,37.347592
60548,2523 Britt Way,SF,-121.804744,37.327154
60551,2523 Chant Ct,SF,-121.827489,37.348377
60560,2523 Glen Dundee Way,SF,-121.807962,37.332477
60561,2523 Glen Hastings Ct,SF,-121.804357,37.333092
60562,2523 Glen Ian Ct,SF,-121.808778,37.331283
60563,2523 Greenstone Ct,SF,-121.823455,37.344147
